REGION,FUEL,TIMESLICE,YEAR,VALUE
PHLLU,ELCREPHLLU,S2D2H1,2028,0.005
PHLLU,ELCREPHLLU,S2D2H2,2028,0.05
PHLLU,ELCREPHLLU,S2D2H3,2028,0.05
PHLLU,ELCREPHLLU,S2D2H4,2028,0.07
PHLLU,ELCREPHLLU,S2D2H5,2028,0.05
PHLLU,ELCREPHLLU,S2D2H6,2028,0.025
PHLLU,ELCREPHLLU,S1D1H1,2029,0.005
PHLLU,ELCREPHLLU,S1D1H2,2029,0.05
PHLLU,ELCREPHLLU,S1D1H3,2029,0.05
PHLLU,ELCREPHLLU,S1D1H4,2029,0.07
PHLLU,ELCREPHLLU,S1D1H5,2029,0.05
PHLLU,ELCREPHLLU,S1D1H6,2029,0.025
PHLLU,ELCREPHLLU,S1D2H1,2029,0.005
PHLLU,ELCREPHLLU,S1D2H2,2029,0.05
PHLLU,ELCREPHLLU,S1D2H3,2029,0.05
PHLLU,ELCREPHLLU,S1D2H4,2029,0.07
PHLLU,ELCREPHLLU,S1D2H5,2029,0.05
PHLLU,ELCREPHLLU,S1D2H6,2029,0.025
PHLLU,ELCREPHLLU,S2D1H1,2029,0.005
PHLLU,ELCREPHLLU,S2D1H2,2029,0.05
PHLLU,ELCREPHLLU,S2D1H3,2029,0.05
PHLLU,ELCREPHLLU,S2D1H4,2029,0.07
PHLLU,ELCREPHLLU,S2D1H5,2029,0.05
PHLLU,ELCREPHLLU,S2D1H6,2029,0.025
PHLLU,ELCREPHLLU,S2D2H1,2029,0.005
PHLLU,ELCREPHLLU,S2D2H2,2029,0.05
PHLLU,ELCREPHLLU,S2D2H3,2029,0.05
PHLLU,ELCREPHLLU,S2D2H4,2029,0.07
PHLLU,ELCREPHLLU,S2D2H5,2029,0.05
PHLLU,ELCREPHLLU,S2D2H6,2029,0.025
PHLLU,ELCREPHLLU,S1D1H1,2030,0.005
PHLLU,ELCREPHLLU,S1D1H2,2030,0.05
PHLLU,ELCREPHLLU,S1D1H3,2030,0.05
PHLLU,ELCREPHLLU,S1D1H4,2030,0.07
PHLLU,ELCREPHLLU,S1D1H5,2030,0.05
PHLLU,ELCREPHLLU,S1D1H6,2030,0.025
PHLLU,ELCREPHLLU,S1D2H1,2030,0.005
PHLLU,ELCREPHLLU,S1D2H2,2030,0.05
PHLLU,ELCREPHLLU,S1D2H3,2030,0.05
PHLLU,ELCREPHLLU,S1D2H4,2030,0.07
PHLLU,ELCREPHLLU,S1D2H5,2030,0.05
PHLLU,ELCREPHLLU,S1D2H6,2030,0.025
PHLLU,ELCREPHLLU,S2D1H1,2030,0.005
PHLLU,ELCREPHLLU,S2D1H2,2030,0.05
PHLLU,ELCREPHLLU,S2D1H3,2030,0.05
PHLLU,ELCREPHLLU,S2D1H4,2030,0.07
PHLLU,ELCREPHLLU,S2D1H5,2030,0.05
PHLLU,ELCREPHLLU,S2D1H6,2030,0.025
PHLLU,ELCREPHLLU,S2D2H1,2030,0.005
PHLLU,ELCREPHLLU,S2D2H2,2030,0.05
PHLLU,ELCREPHLLU,S2D2H3,2030,0.05
PHLLU,ELCREPHLLU,S2D2H4,2030,0.07
PHLLU,ELCREPHLLU,S2D2H5,2030,0.05
PHLLU,ELCREPHLLU,S2D2H6,2030,0.025
PHLLU,ELCREPHLLU,S1D1H1,2031,0.005
PHLLU,ELCREPHLLU,S1D1H2,2031,0.05
PHLLU,ELCREPHLLU,S1D1H3,2031,0.05
PHLLU,ELCREPHLLU,S1D1H4,2031,0.07
PHLLU,ELCREPHLLU,S1D1H5,2031,0.05
PHLLU,ELCREPHLLU,S1D1H6,2031,0.025
PHLLU,ELCREPHLLU,S1D2H1,2031,0.005
PHLLU,ELCREPHLLU,S1D2H2,2031,0.05
PHLLU,ELCREPHLLU,S1D2H3,2031,0.05
PHLLU,ELCREPHLLU,S1D2H4,2031,0.07
PHLLU,ELCREPHLLU,S1D2H5,2031,0.05
PHLLU,ELCREPHLLU,S1D2H6,2031,0.025
PHLLU,ELCREPHLLU,S2D1H1,2031,0.005
PHLLU,ELCREPHLLU,S2D1H2,2031,0.05
PHLLU,ELCREPHLLU,S2D1H3,2031,0.05
PHLLU,ELCREPHLLU,S2D1H4,2031,0.07
PHLLU,ELCREPHLLU,S2D1H5,2031,0.05
PHLLU,ELCREPHLLU,S2D1H6,2031,0.025
PHLLU,ELCREPHLLU,S2D2H1,2031,0.005
PHLLU,ELCREPHLLU,S2D2H2,2031,0.05
PHLLU,ELCREPHLLU,S2D2H3,2031,0.05
PHLLU,ELCREPHLLU,S2D2H4,2031,0.07
PHLLU,ELCREPHLLU,S2D2H5,2031,0.05
PHLLU,ELCREPHLLU,S2D2H6,2031,0.025
PHLLU,ELCREPHLLU,S1D1H1,2032,0.005
PHLLU,ELCREPHLLU,S1D1H2,2032,0.05
PHLLU,ELCREPHLLU,S1D1H3,2032,0.05
PHLLU,ELCREPHLLU,S1D1H4,2032,0.07
PHLLU,ELCREPHLLU,S1D1H5,2032,0.05
PHLLU,ELCREPHLLU,S1D1H6,2032,0.025
PHLLU,ELCREPHLLU,S1D2H1,2032,0.005
PHLLU,ELCREPHLLU,S1D2H2,2032,0.05
PHLLU,ELCREPHLLU,S1D2H3,2032,0.05
PHLLU,ELCREPHLLU,S1D2H4,2032,0.07
PHLLU,ELCREPHLLU,S1D2H5,2032,0.05
PHLLU,ELCREPHLLU,S1D2H6,2032,0.025
PHLLU,ELCREPHLLU,S2D1H1,2032,0.005
PHLLU,ELCREPHLLU,S2D1H2,2032,0.05
PHLLU,ELCREPHLLU,S2D1H3,2032,0.05
PHLLU,ELCREPHLLU,S2D1H4,2032,0.07
PHLLU,ELCREPHLLU,S2D1H5,2032,0.05
PHLLU,ELCREPHLLU,S2D1H6,2032,0.025
PHLLU,ELCREPHLLU,S2D2H1,2032,0.005
PHLLU,ELCREPHLLU,S2D2H2,2032,0.05
PHLLU,ELCREPHLLU,S2D2H3,2032,0.05
PHLLU,ELCREPHLLU,S2D2H4,2032,0.07
PHLLU,ELCREPHLLU,S2D2H5,2032,0.05
PHLLU,ELCREPHLLU,S2D2H6,2032,0.025
PHLLU,ELCREPHLLU,S1D1H1,2033,0.005
PHLLU,ELCREPHLLU,S1D1H2,2033,0.05
PHLLU,ELCREPHLLU,S1D1H3,2033,0.05
PHLLU,ELCREPHLLU,S1D1H4,2033,0.07
PHLLU,ELCREPHLLU,S1D1H5,2033,0.05
PHLLU,ELCREPHLLU,S1D1H6,2033,0.025
PHLLU,ELCREPHLLU,S1D2H1,2033,0.005
PHLLU,ELCREPHLLU,S1D2H2,2033,0.05
PHLLU,ELCREPHLLU,S1D2H3,2033,0.05
PHLLU,ELCREPHLLU,S1D2H4,2033,0.07
PHLLU,ELCREPHLLU,S1D2H5,2033,0.05
PHLLU,ELCREPHLLU,S1D2H6,2033,0.025
PHLLU,ELCREPHLLU,S2D1H1,2033,0.005
PHLLU,ELCREPHLLU,S2D1H2,2033,0.05
PHLLU,ELCREPHLLU,S2D1H3,2033,0.05
PHLLU,ELCREPHLLU,S2D1H4,2033,0.07
PHLLU,ELCREPHLLU,S2D1H5,2033,0.05
PHLLU,ELCREPHLLU,S2D1H6,2033,0.025
PHLLU,ELCREPHLLU,S2D2H1,2033,0.005
PHLLU,ELCREPHLLU,S2D2H2,2033,0.05
PHLLU,ELCREPHLLU,S2D2H3,2033,0.05
PHLLU,ELCREPHLLU,S2D2H4,2033,0.07
PHLLU,ELCREPHLLU,S2D2H5,2033,0.05
PHLLU,ELCREPHLLU,S2D2H6,2033,0.025
PHLLU,ELCREPHLLU,S1D1H1,2034,0.005
PHLLU,ELCREPHLLU,S1D1H2,2034,0.05
PHLLU,ELCREPHLLU,S1D1H3,2034,0.05
PHLLU,ELCREPHLLU,S1D1H4,2034,0.07
PHLLU,ELCREPHLLU,S1D1H5,2034,0.05
PHLLU,ELCREPHLLU,S1D1H6,2034,0.025
PHLLU,ELCREPHLLU,S1D2H1,2034,0.005
PHLLU,ELCREPHLLU,S1D2H2,2034,0.05
PHLLU,ELCREPHLLU,S1D2H3,2034,0.05
PHLLU,ELCREPHLLU,S1D2H4,2034,0.07
PHLLU,ELCREPHLLU,S1D2H5,2034,0.05
PHLLU,ELCREPHLLU,S1D2H6,2034,0.025
PHLLU,ELCREPHLLU,S2D1H1,2034,0.005
PHLLU,ELCREPHLLU,S2D1H2,2034,0.05
PHLLU,ELCREPHLLU,S2D1H3,2034,0.05
PHLLU,ELCREPHLLU,S2D1H4,2034,0.07
PHLLU,ELCREPHLLU,S2D1H5,2034,0.05
PHLLU,ELCREPHLLU,S2D1H6,2034,0.025
PHLLU,ELCREPHLLU,S2D2H1,2034,0.005
PHLLU,ELCREPHLLU,S2D2H2,2034,0.05
PHLLU,ELCREPHLLU,S2D2H3,2034,0.05
PHLLU,ELCREPHLLU,S2D2H4,2034,0.07
PHLLU,ELCREPHLLU,S2D2H5,2034,0.05
PHLLU,ELCREPHLLU,S2D2H6,2034,0.025
PHLLU,ELCREPHLLU,S1D1H1,2035,0.005
PHLLU,ELCREPHLLU,S1D1H2,2035,0.05
PHLLU,ELCREPHLLU,S1D1H3,2035,0.05
PHLLU,ELCREPHLLU,S1D1H4,2035,0.07
PHLLU,ELCREPHLLU,S1D1H5,2035,0.05
PHLLU,ELCREPHLLU,S1D1H6,2035,0.025
PHLLU,ELCREPHLLU,S1D2H1,2035,0.005
PHLLU,ELCREPHLLU,S1D2H2,2035,0.05
PHLLU,ELCREPHLLU,S1D2H3,2035,0.05
PHLLU,ELCREPHLLU,S1D2H4,2035,0.07
PHLLU,ELCREPHLLU,S1D2H5,2035,0.05
PHLLU,ELCREPHLLU,S1D2H6,2035,0.025
PHLLU,ELCREPHLLU,S2D1H1,2035,0.005
PHLLU,ELCREPHLLU,S2D1H2,2035,0.05
PHLLU,ELCREPHLLU,S2D1H3,2035,0.05
PHLLU,ELCREPHLLU,S2D1H4,2035,0.07
PHLLU,ELCREPHLLU,S2D1H5,2035,0.05
PHLLU,ELCREPHLLU,S2D1H6,2035,0.025
PHLLU,ELCREPHLLU,S2D2H1,2035,0.005
PHLLU,ELCREPHLLU,S2D2H2,2035,0.05
PHLLU,ELCREPHLLU,S2D2H3,2035,0.05
PHLLU,ELCREPHLLU,S2D2H4,2035,0.07
PHLLU,ELCREPHLLU,S2D2H5,2035,0.05
PHLLU,ELCREPHLLU,S2D2H6,2035,0.025
PHLLU,ELCREPHLLU,S1D1H1,2036,0.005
PHLLU,ELCREPHLLU,S1D1H2,2036,0.05
PHLLU,ELCREPHLLU,S1D1H3,2036,0.05
PHLLU,ELCREPHLLU,S1D1H4,2036,0.07
PHLLU,ELCREPHLLU,S1D1H5,2036,0.05
PHLLU,ELCREPHLLU,S1D1H6,2036,0.025
PHLLU,ELCREPHLLU,S1D2H1,2036,0.005
PHLLU,ELCREPHLLU,S1D2H2,2036,0.05
PHLLU,ELCREPHLLU,S1D2H3,2036,0.05
PHLLU,ELCREPHLLU,S1D2H4,2036,0.07
PHLLU,ELCREPHLLU,S1D2H5,2036,0.05
PHLLU,ELCREPHLLU,S1D2H6,2036,0.025
PHLLU,ELCREPHLLU,S2D1H1,2036,0.005
PHLLU,ELCREPHLLU,S2D1H2,2036,0.05
PHLLU,ELCREPHLLU,S2D1H3,2036,0.05
PHLLU,ELCREPHLLU,S2D1H4,2036,0.07
PHLLU,ELCREPHLLU,S2D1H5,2036,0.05
PHLLU,ELCREPHLLU,S2D1H6,2036,0.025
PHLLU,ELCREPHLLU,S2D2H1,2036,0.005
PHLLU,ELCREPHLLU,S2D2H2,2036,0.05
PHLLU,ELCREPHLLU,S2D2H3,2036,0.05
PHLLU,ELCREPHLLU,S2D2H4,2036,0.07
PHLLU,ELCREPHLLU,S2D2H5,2036,0.05
PHLLU,ELCREPHLLU,S2D2H6,2036,0.025
PHLLU,ELCREPHLLU,S1D1H1,2037,0.005
PHLLU,ELCREPHLLU,S1D1H2,2037,0.05
PHLLU,ELCREPHLLU,S1D1H3,2037,0.05
PHLLU,ELCREPHLLU,S1D1H4,2037,0.07
PHLLU,ELCREPHLLU,S1D1H5,2037,0.05
PHLLU,ELCREPHLLU,S1D1H6,2037,0.025
PHLLU,ELCREPHLLU,S1D2H1,2037,0.005
PHLLU,ELCREPHLLU,S1D2H2,2037,0.05
PHLLU,ELCREPHLLU,S1D2H3,2037,0.05
PHLLU,ELCREPHLLU,S1D2H4,2037,0.07
PHLLU,ELCREPHLLU,S1D2H5,2037,0.05
PHLLU,ELCREPHLLU,S1D2H6,2037,0.025
PHLLU,ELCREPHLLU,S2D1H1,2037,0.005
PHLLU,ELCREPHLLU,S2D1H2,2037,0.05
PHLLU,ELCREPHLLU,S2D1H3,2037,0.05
PHLLU,ELCREPHLLU,S2D1H4,2037,0.07
PHLLU,ELCREPHLLU,S2D1H5,2037,0.05
PHLLU,ELCREPHLLU,S2D1H6,2037,0.025
PHLLU,ELCREPHLLU,S2D2H1,2037,0.005
PHLLU,ELCREPHLLU,S2D2H2,2037,0.05
PHLLU,ELCREPHLLU,S2D2H3,2037,0.05
PHLLU,ELCREPHLLU,S2D2H4,2037,0.07
PHLLU,ELCREPHLLU,S2D2H5,2037,0.05
PHLLU,ELCREPHLLU,S2D2H6,2037,0.025
PHLLU,ELCREPHLLU,S1D1H1,2038,0.005
PHLLU,ELCREPHLLU,S1D1H2,2038,0.05
PHLLU,ELCREPHLLU,S1D1H3,2038,0.05
PHLLU,ELCREPHLLU,S1D1H4,2038,0.07
PHLLU,ELCREPHLLU,S1D1H5,2038,0.05
PHLLU,ELCREPHLLU,S1D1H6,2038,0.025
PHLLU,ELCREPHLLU,S1D2H1,2038,0.005
PHLLU,ELCREPHLLU,S1D2H2,2038,0.05
PHLLU,ELCREPHLLU,S1D2H3,2038,0.05
PHLLU,ELCREPHLLU,S1D2H4,2038,0.07
PHLLU,ELCREPHLLU,S1D2H5,2038,0.05
PHLLU,ELCREPHLLU,S1D2H6,2038,0.025
PHLLU,ELCREPHLLU,S2D1H1,2038,0.005
PHLLU,ELCREPHLLU,S2D1H2,2038,0.05
PHLLU,ELCREPHLLU,S2D1H3,2038,0.05
PHLLU,ELCREPHLLU,S2D1H4,2038,0.07
PHLLU,ELCREPHLLU,S2D1H5,2038,0.05
PHLLU,ELCREPHLLU,S2D1H6,2038,0.025
PHLLU,ELCREPHLLU,S2D2H1,2038,0.005
PHLLU,ELCREPHLLU,S2D2H2,2038,0.05
PHLLU,ELCREPHLLU,S2D2H3,2038,0.05
PHLLU,ELCREPHLLU,S2D2H4,2038,0.07
PHLLU,ELCREPHLLU,S2D2H5,2038,0.05
PHLLU,ELCREPHLLU,S2D2H6,2038,0.025
PHLLU,ELCREPHLLU,S1D1H1,2039,0.005
PHLLU,ELCREPHLLU,S1D1H2,2039,0.05
PHLLU,ELCREPHLLU,S1D1H3,2039,0.05
PHLLU,ELCREPHLLU,S1D1H4,2039,0.07
PHLLU,ELCREPHLLU,S1D1H5,2039,0.05
PHLLU,ELCREPHLLU,S1D1H6,2039,0.025
PHLLU,ELCREPHLLU,S1D2H1,2039,0.005
PHLLU,ELCREPHLLU,S1D2H2,2039,0.05
PHLLU,ELCREPHLLU,S1D2H3,2039,0.05
PHLLU,ELCREPHLLU,S1D2H4,2039,0.07
PHLLU,ELCREPHLLU,S1D2H5,2039,0.05
PHLLU,ELCREPHLLU,S1D2H6,2039,0.025
PHLLU,ELCREPHLLU,S2D1H1,2039,0.005
PHLLU,ELCREPHLLU,S2D1H2,2039,0.05
PHLLU,ELCREPHLLU,S2D1H3,2039,0.05
PHLLU,ELCREPHLLU,S2D1H4,2039,0.07
PHLLU,ELCREPHLLU,S2D1H5,2039,0.05
PHLLU,ELCREPHLLU,S2D1H6,2039,0.025
PHLLU,ELCREPHLLU,S2D2H1,2039,0.005
PHLLU,ELCREPHLLU,S2D2H2,2039,0.05
PHLLU,ELCREPHLLU,S2D2H3,2039,0.05
PHLLU,ELCREPHLLU,S2D2H4,2039,0.07
PHLLU,ELCREPHLLU,S2D2H5,2039,0.05
PHLLU,ELCREPHLLU,S2D2H6,2039,0.025
PHLLU,ELCREPHLLU,S1D1H1,2040,0.005
PHLLU,ELCREPHLLU,S1D1H2,2040,0.05
PHLLU,ELCREPHLLU,S1D1H3,2040,0.05
PHLLU,ELCREPHLLU,S1D1H4,2040,0.07
PHLLU,ELCREPHLLU,S1D1H5,2040,0.05
PHLLU,ELCREPHLLU,S1D1H6,2040,0.025
PHLLU,ELCREPHLLU,S1D2H1,2040,0.005
PHLLU,ELCREPHLLU,S1D2H2,2040,0.05
PHLLU,ELCREPHLLU,S1D2H3,2040,0.05
PHLLU,ELCREPHLLU,S1D2H4,2040,0.07
PHLLU,ELCREPHLLU,S1D2H5,2040,0.05
PHLLU,ELCREPHLLU,S1D2H6,2040,0.025
PHLLU,ELCREPHLLU,S2D1H1,2040,0.005
PHLLU,ELCREPHLLU,S2D1H2,2040,0.05
PHLLU,ELCREPHLLU,S2D1H3,2040,0.05
PHLLU,ELCREPHLLU,S2D1H4,2040,0.07
PHLLU,ELCREPHLLU,S2D1H5,2040,0.05
PHLLU,ELCREPHLLU,S2D1H6,2040,0.025
PHLLU,ELCREPHLLU,S2D2H1,2040,0.005
PHLLU,ELCREPHLLU,S2D2H2,2040,0.05
PHLLU,ELCREPHLLU,S2D2H3,2040,0.05
PHLLU,ELCREPHLLU,S2D2H4,2040,0.07
PHLLU,ELCREPHLLU,S2D2H5,2040,0.05
PHLLU,ELCREPHLLU,S2D2H6,2040,0.025
PHLLU,ELCREPHLLU,S1D1H1,2041,0.005
PHLLU,ELCREPHLLU,S1D1H2,2041,0.05
PHLLU,ELCREPHLLU,S1D1H3,2041,0.05
PHLLU,ELCREPHLLU,S1D1H4,2041,0.07
PHLLU,ELCREPHLLU,S1D1H5,2041,0.05
PHLLU,ELCREPHLLU,S1D1H6,2041,0.025
PHLLU,ELCREPHLLU,S1D2H1,2041,0.005
PHLLU,ELCREPHLLU,S1D2H2,2041,0.05
PHLLU,ELCREPHLLU,S1D2H3,2041,0.05
PHLLU,ELCREPHLLU,S1D2H4,2041,0.07
PHLLU,ELCREPHLLU,S1D2H5,2041,0.05
PHLLU,ELCREPHLLU,S1D2H6,2041,0.025
PHLLU,ELCREPHLLU,S2D1H1,2041,0.005
PHLLU,ELCREPHLLU,S2D1H2,2041,0.05
PHLLU,ELCREPHLLU,S2D1H3,2041,0.05
PHLLU,ELCREPHLLU,S2D1H4,2041,0.07
PHLLU,ELCREPHLLU,S2D1H5,2041,0.05
PHLLU,ELCREPHLLU,S2D1H6,2041,0.025
PHLLU,ELCREPHLLU,S2D2H1,2041,0.005
PHLLU,ELCREPHLLU,S2D2H2,2041,0.05
PHLLU,ELCREPHLLU,S2D2H3,2041,0.05
PHLLU,ELCREPHLLU,S2D2H4,2041,0.07
PHLLU,ELCREPHLLU,S2D2H5,2041,0.05
PHLLU,ELCREPHLLU,S2D2H6,2041,0.025
PHLLU,ELCREPHLLU,S1D1H1,2042,0.005
PHLLU,ELCREPHLLU,S1D1H2,2042,0.05
PHLLU,ELCREPHLLU,S1D1H3,2042,0.05
PHLLU,ELCREPHLLU,S1D1H4,2042,0.07
PHLLU,ELCREPHLLU,S1D1H5,2042,0.05
PHLLU,ELCREPHLLU,S1D1H6,2042,0.025
PHLLU,ELCREPHLLU,S1D2H1,2042,0.005
PHLLU,ELCREPHLLU,S1D2H2,2042,0.05
PHLLU,ELCREPHLLU,S1D2H3,2042,0.05
PHLLU,ELCREPHLLU,S1D2H4,2042,0.07
PHLLU,ELCREPHLLU,S1D2H5,2042,0.05
PHLLU,ELCREPHLLU,S1D2H6,2042,0.025
PHLLU,ELCREPHLLU,S2D1H1,2042,0.005
PHLLU,ELCREPHLLU,S2D1H2,2042,0.05
PHLLU,ELCREPHLLU,S2D1H3,2042,0.05
PHLLU,ELCREPHLLU,S2D1H4,2042,0.07
PHLLU,ELCREPHLLU,S2D1H5,2042,0.05
PHLLU,ELCREPHLLU,S2D1H6,2042,0.025
PHLLU,ELCREPHLLU,S2D2H1,2042,0.005
PHLLU,ELCREPHLLU,S2D2H2,2042,0.05
PHLLU,ELCREPHLLU,S2D2H3,2042,0.05
PHLLU,ELCREPHLLU,S2D2H4,2042,0.07
PHLLU,ELCREPHLLU,S2D2H5,2042,0.05
PHLLU,ELCREPHLLU,S2D2H6,2042,0.025
PHLLU,ELCREPHLLU,S1D1H1,2043,0.005
PHLLU,ELCREPHLLU,S1D1H2,2043,0.05
PHLLU,ELCREPHLLU,S1D1H3,2043,0.05
PHLLU,ELCREPHLLU,S1D1H4,2043,0.07
PHLLU,ELCREPHLLU,S1D1H5,2043,0.05
PHLLU,ELCREPHLLU,S1D1H6,2043,0.025
PHLLU,ELCREPHLLU,S1D2H1,2043,0.005
PHLLU,ELCREPHLLU,S1D2H2,2043,0.05
PHLLU,ELCREPHLLU,S1D2H3,2043,0.05
PHLLU,ELCREPHLLU,S1D2H4,2043,0.07
PHLLU,ELCREPHLLU,S1D2H5,2043,0.05
PHLLU,ELCREPHLLU,S1D2H6,2043,0.025
PHLLU,ELCREPHLLU,S2D1H1,2043,0.005
PHLLU,ELCREPHLLU,S2D1H2,2043,0.05
PHLLU,ELCREPHLLU,S2D1H3,2043,0.05
PHLLU,ELCREPHLLU,S2D1H4,2043,0.07
PHLLU,ELCREPHLLU,S2D1H5,2043,0.05
PHLLU,ELCREPHLLU,S2D1H6,2043,0.025
PHLLU,ELCREPHLLU,S2D2H1,2043,0.005
PHLLU,ELCREPHLLU,S2D2H2,2043,0.05
PHLLU,ELCREPHLLU,S2D2H3,2043,0.05
PHLLU,ELCREPHLLU,S2D2H4,2043,0.07
PHLLU,ELCREPHLLU,S2D2H5,2043,0.05
PHLLU,ELCREPHLLU,S2D2H6,2043,0.025
PHLLU,ELCREPHLLU,S1D1H1,2044,0.005
PHLLU,ELCREPHLLU,S1D1H2,2044,0.05
PHLLU,ELCREPHLLU,S1D1H3,2044,0.05
PHLLU,ELCREPHLLU,S1D1H4,2044,0.07
PHLLU,ELCREPHLLU,S1D1H5,2044,0.05
PHLLU,ELCREPHLLU,S1D1H6,2044,0.025
PHLLU,ELCREPHLLU,S1D2H1,2044,0.005
PHLLU,ELCREPHLLU,S1D2H2,2044,0.05
PHLLU,ELCREPHLLU,S1D2H3,2044,0.05
PHLLU,ELCREPHLLU,S1D2H4,2044,0.07
PHLLU,ELCREPHLLU,S1D2H5,2044,0.05
PHLLU,ELCREPHLLU,S1D2H6,2044,0.025
PHLLU,ELCREPHLLU,S2D1H1,2044,0.005
PHLLU,ELCREPHLLU,S2D1H2,2044,0.05
PHLLU,ELCREPHLLU,S2D1H3,2044,0.05
PHLLU,ELCREPHLLU,S2D1H4,2044,0.07
PHLLU,ELCREPHLLU,S2D1H5,2044,0.05
PHLLU,ELCREPHLLU,S2D1H6,2044,0.025
PHLLU,ELCREPHLLU,S2D2H1,2044,0.005
PHLLU,ELCREPHLLU,S2D2H2,2044,0.05
PHLLU,ELCREPHLLU,S2D2H3,2044,0.05
PHLLU,ELCREPHLLU,S2D2H4,2044,0.07
PHLLU,ELCREPHLLU,S2D2H5,2044,0.05
PHLLU,ELCREPHLLU,S2D2H6,2044,0.025
PHLLU,ELCREPHLLU,S1D1H1,2045,0.005
PHLLU,ELCREPHLLU,S1D1H2,2045,0.05
PHLLU,ELCREPHLLU,S1D1H3,2045,0.05
PHLLU,ELCREPHLLU,S1D1H4,2045,0.07
PHLLU,ELCREPHLLU,S1D1H5,2045,0.05
PHLLU,ELCREPHLLU,S1D1H6,2045,0.025
PHLLU,ELCREPHLLU,S1D2H1,2045,0.005
PHLLU,ELCREPHLLU,S1D2H2,2045,0.05
PHLLU,ELCREPHLLU,S1D2H3,2045,0.05
PHLLU,ELCREPHLLU,S1D2H4,2045,0.07
PHLLU,ELCREPHLLU,S1D2H5,2045,0.05
PHLLU,ELCREPHLLU,S1D2H6,2045,0.025
PHLLU,ELCREPHLLU,S2D1H1,2045,0.005
PHLLU,ELCREPHLLU,S2D1H2,2045,0.05
PHLLU,ELCREPHLLU,S2D1H3,2045,0.05
PHLLU,ELCREPHLLU,S2D1H4,2045,0.07
PHLLU,ELCREPHLLU,S2D1H5,2045,0.05
PHLLU,ELCREPHLLU,S2D1H6,2045,0.025
PHLLU,ELCREPHLLU,S2D2H1,2045,0.005
PHLLU,ELCREPHLLU,S2D2H2,2045,0.05
PHLLU,ELCREPHLLU,S2D2H3,2045,0.05
PHLLU,ELCREPHLLU,S2D2H4,2045,0.07
PHLLU,ELCREPHLLU,S2D2H5,2045,0.05
PHLLU,ELCREPHLLU,S2D2H6,2045,0.025
PHLLU,ELCREPHLLU,S1D1H1,2046,0.005
PHLLU,ELCREPHLLU,S1D1H2,2046,0.05
PHLLU,ELCREPHLLU,S1D1H3,2046,0.05
PHLLU,ELCREPHLLU,S1D1H4,2046,0.07
PHLLU,ELCREPHLLU,S1D1H5,2046,0.05
PHLLU,ELCREPHLLU,S1D1H6,2046,0.025
PHLLU,ELCREPHLLU,S1D2H1,2046,0.005
PHLLU,ELCREPHLLU,S1D2H2,2046,0.05
PHLLU,ELCREPHLLU,S1D2H3,2046,0.05
PHLLU,ELCREPHLLU,S1D2H4,2046,0.07
PHLLU,ELCREPHLLU,S1D2H5,2046,0.05
PHLLU,ELCREPHLLU,S1D2H6,2046,0.025
PHLLU,ELCREPHLLU,S2D1H1,2046,0.005
PHLLU,ELCREPHLLU,S2D1H2,2046,0.05
PHLLU,ELCREPHLLU,S2D1H3,2046,0.05
PHLLU,ELCREPHLLU,S2D1H4,2046,0.07
PHLLU,ELCREPHLLU,S2D1H5,2046,0.05
PHLLU,ELCREPHLLU,S2D1H6,2046,0.025
PHLLU,ELCREPHLLU,S2D2H1,2046,0.005
PHLLU,ELCREPHLLU,S2D2H2,2046,0.05
PHLLU,ELCREPHLLU,S2D2H3,2046,0.05
PHLLU,ELCREPHLLU,S2D2H4,2046,0.07
PHLLU,ELCREPHLLU,S2D2H5,2046,0.05
PHLLU,ELCREPHLLU,S2D2H6,2046,0.025
PHLLU,ELCREPHLLU,S1D1H1,2047,0.005
PHLLU,ELCREPHLLU,S1D1H2,2047,0.05
PHLLU,ELCREPHLLU,S1D1H3,2047,0.05
PHLLU,ELCREPHLLU,S1D1H4,2047,0.07
PHLLU,ELCREPHLLU,S1D1H5,2047,0.05
PHLLU,ELCREPHLLU,S1D1H6,2047,0.025
PHLLU,ELCREPHLLU,S1D2H1,2047,0.005
PHLLU,ELCREPHLLU,S1D2H2,2047,0.05
PHLLU,ELCREPHLLU,S1D2H3,2047,0.05
PHLLU,ELCREPHLLU,S1D2H4,2047,0.07
PHLLU,ELCREPHLLU,S1D2H5,2047,0.05
PHLLU,ELCREPHLLU,S1D2H6,2047,0.025
PHLLU,ELCREPHLLU,S2D1H1,2047,0.005
PHLLU,ELCREPHLLU,S2D1H2,2047,0.05
PHLLU,ELCREPHLLU,S2D1H3,2047,0.05
PHLLU,ELCREPHLLU,S2D1H4,2047,0.07
PHLLU,ELCREPHLLU,S2D1H5,2047,0.05
PHLLU,ELCREPHLLU,S2D1H6,2047,0.025
PHLLU,ELCREPHLLU,S2D2H1,2047,0.005
PHLLU,ELCREPHLLU,S2D2H2,2047,0.05
PHLLU,ELCREPHLLU,S2D2H3,2047,0.05
PHLLU,ELCREPHLLU,S2D2H4,2047,0.07
PHLLU,ELCREPHLLU,S2D2H5,2047,0.05
PHLLU,ELCREPHLLU,S2D2H6,2047,0.025
PHLLU,ELCREPHLLU,S1D1H1,2048,0.005
PHLLU,ELCREPHLLU,S1D1H2,2048,0.05
PHLLU,ELCREPHLLU,S1D1H3,2048,0.05
